Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
FREE2RENT Car Rental,1468704.0,"Slovenia, Ljubljana, Ljubljana, 6 Trg Osvobodilne Fronte, 1000",https://www.linkedin.com/company/free2rent,free2rent.si,"An experienced and reliable vehicle rental partner, providing you with the right vehicles, at the right price and time, giving you the best service in the industry.",Slovenia,1.468704,,,
Autobroker By Kreativni Najemi,1467796.0,"Slovenia, Ljubljana, Ljubljana, 60a Verovškova Ulica, 1000",https://www.linkedin.com/company/kreativni-najemi-d.o.o.,autobroker.si,Independent car dealership. Specialized in premium car segment & import by customer order. Also dealing with EU car rentals and are offering bulk quantities of cars with EU origin either with or without daily registration for moderate prices.,Slovenia,1.467796,,,
CWT - Adria Potovanja,1041120.0,"Slovenia, Ljubljana, Ljubljana, 4 Ukmarjeva Ulica, 1000",https://www.linkedin.com/company/adria-potovanja-d-o-o-,www.adria-potovanja.si,"Carlson Wagonlit Travel (CWT) is a global leader specializing in business travel management.  We are a leading Slovenian fully licensed travel agency with years of experience in the travel industry.  Since 1998 we have been the Carlson Wagonlit Travel partner for Slovenia. Together we have successfully implemented the highest standards of services as required by business and leisure travelers worldwide.  What we do and offer: •  Specialized in business travel  •  Issuing air ticket •  Hotel and rent-a-car bookings worldwide •  24/7 service •  CWT To Go™ Who we are: • Accredited by IATA • Global company with local understanding • Present in nearly 150 countries and territories  • 19,000 employees worldwide  • A diverse client portfolio of large corporations, small and mid-sized companies, government institutions and non-governmental organizations.  • More than 62 million on- and offline transactions",Slovenia,1.04112,,,
Po Svetu d.o.o.,842403.0,"Slovenia, Šenčur",https://www.linkedin.com/company/po-svetu-d-o-o-,www.posvetu.si,"You need cheap&comfortable air ticket to any place in the world, fully insured rental car or affordable accommodation ? Contact us :) We are operating first & biggest independent Slovenian travel website www.posvetu.si (whic translates to ""all over the world""). All of the members of our team are first and foremost travelers themselves, so we operate this ""business""  with a lot of enthusiasm and energy. Webpage started in april 2012 as the first of its kind in Slovenia and one of the first in the world. Up to the end of 2015 it was legally incorporated as a private entrepreneurship. In december 2015 a private limited company (d.o.o.)  ""Po svetu"" was created that took over the web business. Some examples of 2015 prices that we published: free tickets across Europe / around-the world ticket for 500€ / Ljubljana-Philippines 170€ / Venice - Malaysia 136€ / Europe - Hawaii 266€ (all return) and many many more ... We also operate very active Facebook page as well as Twitter and Instagram accounts.  Our main strength is looking for unpublished airline ticket deals, that are often up to 50% cheaper than officially promoted fares, despite using same connections and airlines, including many 5* Airlines. We cover all airports in the region, from Budapest, Vienna and Zagreb to Ljubljana, Trieste, Venice, Milano and Munich. We can also find you the best  (price & connection-wise) deal on normal airline tickets. All reservations are done through our partners - biggest Online Travel Agencies like Expedia, Ebookers, Vayama/Budgetair, ...  We can also provide you with good deals and first-hand tips&tricks on local Accommodations and Car Rentals through our partners - biggest&most reliable agencies in its field. We also publish travel related news, travelogues (our own or from other respectable travelers) and cooperate with several local travel bloggers. We are also very active in travel community, managing several specialized travel Facebook groups.",Slovenia,0.842403,,,
Furlantech,629334.0,"Slovenia, Ljubljana, Ljubljana, 55 Verovskova, 1000",https://www.linkedin.com/company/furlantech,,Luxury & Sports Car Rental  We take care of your biggest automotive dreams!,Slovenia,0.629334,,,
Drive Drive Car,390175.0,"Slovenia, Ljubljana, Ljubljana, 25 Kamniska, 1000",https://www.linkedin.com/company/drivedrivecar,www.drivedrivecar.com,"DriveDriveCar is an online peer to peer car rental platform that maximizes user-friendliness and helps user increase utilization of their vehicles. Our mission is to enable user friendly car rental exchange between car owners and those looking to rent a car. DriveDriveCar enables vehicle owners to list their vehicles for renting while they are not using them, and those in need of a vehicle to rent one from peers.",Slovenia,0.390175,,,
AVIS Rent A Car Slovenia,291116.0,"Slovenia, Ljubljana, Ljubljana",https://www.linkedin.com/company/avis-rent-a-car-slovenia,www.avis.co.uk,"We don’t just rent cars. We’re changing the way people move.  Across our world-famous brands – Avis, Budget, Zipcar and Payless – we’re leading the way for the global mobility industry. We’re continually harnessing the latest technology to develop integrated products and services that will offer entirely new travel possibilities with more convenience and flexibility than ever before. We’re looking for the very best talent to help us do it, and in return we offer a fast-paced and collaborative working environment, where we’re committed to fostering innovation and putting the customer at the heart of everything we do.",Slovenia,0.291116,,,
Adria Car Rent A Car,208224.0,"Slovenia, Brnik-aerodrom, 130 Zgornji Brnik, 4210",https://www.linkedin.com/company/adria-car,www.adria-car.com,"Adria Car is a company, that offers car rentals in Slovenia. Our rich experiences ensure a great selection of vehicles at reasonable prices. Our fleet of cars boasts newer cars, that offer absolute comfort. Our goal is accessibility and user-friendliness. And our motto is: the best service for the best price.",Slovenia,0.208224,,,
Moj Let,208224.0,"Slovenia, Koper-capodistria, Koper, 2 Pristaniška Ulica, 6000",https://www.linkedin.com/company/moj-let,www.mojlet.si,"We provide superior travel service to both individual and corporate customers thanks to years of experience, knowledge, excellent business connections  and reservation channels.   - Best flights   - Individual and group cruises - Tailor made programs  - Hotel accommodation - Rent a car - Optimal travel solutions - Skilled and expert staff  - Years of experience - Reliable travel partner  - Personal approach",Slovenia,0.208224,,,
Vehicle Rent,208224.0,"Slovenia, Ljubljana, Ljubljana, 55 Verovškova Ulica, 1000",https://www.linkedin.com/company/vehicle-rent,www.vehicle-rent.com,"Vehicle Rent is an independent company, which has existed since 2012. At the beginning a handful of people with big ideas, a lot of insights, and experiences from working in car rental industry, we created Vehicle Rent, because we wanted to create a transparent and favourable rent a car service that we could offer to people worldwide.  Since than, we grow constantly. We cooperate with more than 500 partners, the largest and only top quality car hire companies. With their help, we serve to over 500.000 happy customers a year in more than 120 countries, and 10.000 locations. If you would like to become our partner or you are interested in working with energetic, multilingual, and rapidly growing team, send us your inquiry and we will respond ASAP. Together we can join forces and together we can continue to find the best car hire deals and top travel experiences all around the world, 24/7.",Slovenia,0.208224,,,
