Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Cashboard.de,628942.0,"Germany, Berlin, Berlin, 112 Invalidenstraße, 10115",https://www.linkedin.com/company/cashboard-de,www.cashboard.de,"CASHBOARD is Europe’s first and only curated marketplace for retail investment covering all asset classes and one of the fastest growing online wealth management FinTechs in Germany. While others just sell one product CASHBOARD offers an individually tailored portfolio with access to the complete market range of traditional (Daily Deposits, Stocks, Funds, ETF) AND the rapidly growing segment of alternative investment products (P2P Lending, SME Lending, Real Estate Crowdfunding, Precious Metals, Sustainable Investing etc.). Leading European FinTechs and notable banks already partner with CASHBOARD currently offering more than 6,500 investment products on the open technology platform. Retail clients benefit from the one-stop-shop solution which enables them to manage all their assets in a single account. For them the platform is completely free of charge except for a success-related performance fee. CASHBOARD is recognized as one of the 9 top wealth tech companies in Europe (2017) and one of the market-leading companies in Germany (Aixigo/Springer 2016). The team has received several notable awards including Europe’s highest endowed startup prize – the SevenVentures Pitch Day from NOAH London worth €4m TV media. The company is based in Berlin and has raised €5m to date by top-tier international VC’s including 500 Startups, Earlybird, Digital Space Ventures, Redalpine, ProSiebenSat.1 and more.",Germany,0.628942,,,
Cashlink,33333926.0,"Germany, Hesse, Frankfurt Am Main, 25 Wiesenhüttenplatz, 60329",https://www.linkedin.com/company/cashlink,cashlink.de,"Cashlink provides Europe’s leading token-based capital market infrastructure. With Cashlink Connect, banks, issuers, and financial institutions can easily, efficiently, issue, manage, and settle token-based securities in a fully regulated way. Cashlink covers the entire lifecycle for token-based securities - from issuance through registry management to settlement—enabling significant cost savings of up to 85%. As a licensed provider authorized by BaFin to maintain a crypto securities register and offer crypto custody services, Cashlink meets the highest regulatory standards. Renowned financial institutions, experienced issuers, and innovative fintechs rely on this digital solution for secure and future-proof capital market processing. Our shareholders include TX Ventures Fintage Fund I (Vaduz) and Helaba Digital GmbH & Co. KG (Frankfurt). Cashlink is a founding member of the Federal Association of Crypto Securities Register Providers and a multiple FinTech Germany Award winner.",Germany,33.333926,,,
Catana Capital GmbH,4940926.0,"Germany, Hesse, Frankfurt Am Main",https://www.linkedin.com/company/catana-capital-gmbh,www.catanacapital.com,"Catana Capital was a pioneer FinTech company in the digital asset management space. As a regulated financial institution, the company posessed the following licenses:  •	Abschlussvermittlung (§ 1 Abs. 1a Satz 2 Nr. 2 KWG), (§ 2 Abs. 2 Nr. 5 WpIG)                                    •	Anlageberatung (§ 1 Abs. 1a Satz 2 Nr. 1a KWG), (§ 2 Abs. 2 Nr. 4 WpIG)                                    •	Anlagevermittlung (§ 1 Abs. 1a Satz 2 Nr. 1 KWG), (§ 2 Abs. 2 Nr. 3 WpIG)                                    •	Eigengeschäft (§ 15 Abs. 3 WpIG), (§32 Abs. 1a KWG)     •	Finanzportfolioverwaltung (§ 1 Abs. 1a Satz 2 Nr. 3 KWG), (§ 2 Abs. 2 Nr. 9 WpIG) Catana was founded 2015 and aquired by LEHNER INVESTMENTS AG in 2021. Since April 2021, the company was renamed to LEHNER INVESTMENTS MANAGEMENT GmbH. The company launched and managed three innovative Big Data and AI driven Ucits funds and one overlay mandate, achieving AuM of EUR 160m in total.",Germany,4.940926,,,
CFT - CashFlowTech,1257884.0,"Germany, Bavaria, Munich, 5 Friedrich-herschel-straße, 81679",https://www.linkedin.com/company/cft-cashflowtech,www.cashflowtech.de,"CFT is an integrated, highly customizable, fintech solution for claims management and collection - offering digital businesses a one-stop, full-service solution for highly efficient and professional claim management.  We enable our customers to reclaim previously tied up funds and provide them with faster, stable and more predictable cashflows. This drastically helps our business partners to refocus on their own core competencies and thus helps them to further grow & develop their business ventures.",Germany,1.257884,,,
Cherry,141000000.0,Germany,https://www.linkedin.com/company/cherryllc,withcherry.com,"Cherry Technologies is a fintech company helping health and wellness providers serve more people by offering top-tier payment plans with high approvals, low cost, and a seamless experience.  With leading terms for practices and patients, Cherry is the preferred partner in dental, veterinary, medical aesthetics, plastic surgery and beyond.",Germany,141.0,,,
Cleverpaid,1665609.0,"Germany, Hamburg, Hamburg",https://www.linkedin.com/company/cleverpaid,cleverpaid.com,"Cleverpaid uses FinTech solutions to simplify payments between shippers, carriers and freight forwarders. We help small and medium logistics companies in Europe digitalize their business, and connect them to mobility payments and liquidity providers. Mission: Enable frictionless payments along complex supply chains 🤝 Vision: Resilient and sustainable supply chains 🌍",Germany,1.665609,,,
Coindex,3773652.0,"Germany, North Rhine-westphalia, Bielefeld, 2 Rathausstraße, 33602",https://www.linkedin.com/company/coindex-de,cndx.de,"coindex ist die erste Plattform für indexbasierte Krypto-Sparpläne in Deutschland. Auf coindex können Anleger:innen einfach, transparent und verlässlich mit Einmal-Anlagebeträgen und/ oder im Sparplan in datengetriebene, indexbasierte Körbe aus Kryptowerten investieren - ganz wie sie es von ETFs gewohnt sind. Alternativ können auch individuelle Portfolios zusammengestellt werden. Das alles in einem regulatorisch sicheren Rahmen mit einem lizenzierten, deutschen Produkt.  coindex soll zur innovativsten Plattform für passives Investment in Kryptowerte und Decentralized Finance heranwachsen. coindex zählt mit u.a. Oliver Flaskämper (Gründer bitcoin.de), Peter Großkopf (Co-Founder Solarisbank) und den beiden Gründern von Raisin Pension/ fairr.de namhafte Business Angels des deutschen Startup- und Fintech-Netzwerks zu seinen Investoren.",Germany,3.773652,,,
Coinfinex,1886826.0,"Germany, Hesse, Frankfurt Am Main, 50 Eschersheimer Landstraße",https://www.linkedin.com/company/coinfinexinv,www.coinfinex.com,"Coinfinex makes trading with Cryptocurrencies simple! We’ve been in the Fintech and brokerage business for over 7 years  and our mission is to keep things simple: With us you can start Trading only with a few clicks: - Keep making profits, whether prices go up or down - No Wallet needed - No need for complicated calculations or understanding the Blockchain - 24/6 Multilingual Support - Easy to Fund, Easy to Withdraw in all FIAT Currencies Trade securely in the most volatile market with Coinfinex!",Germany,1.886826,,,
Compraga GmbH,628942.0,"Germany, Hesse, Frankfurt Am Main",https://www.linkedin.com/company/compraga-gmbh,www.compraga.de,"Die Compraga GmbH ist als FinTech ein innovativer Dienstleister für die Digitalisierung von Geschäftsprozessen in Einkauf und Finanzen. Wir haben Lösungen entwickelt, die den gesamten End-to-End-Prozess vom Einkauf über das Rechnungswesen bis zur Zahlung abbilden. Compraga bietet eine praxiserprobte Plattform zur effizienten und transparenten Abwicklung von mobilen und stationären Einkäufen und Zahlungen im B2B-Segment. Der Einkaufsprozess wird optimiert, indem Compraga als Einkaufsdienstleister Einmal- und Kleinst-Lieferanten auf monatliche Sammelrechnungen bündelt. Sowohl Papierrechnungen als auch elektronische Rechnungen werden automatisch verarbeitet. Zahlungen werden nach Freigabe in einem Online-Portal durch Compraga veranlasst. Mitarbeiter von Unternehmen können durch den Einsatz der Compraga-Services mobil, im Internet oder im stationären Handel einkaufen und zahlen.",Germany,0.628942,,,
Comyno,16981434.0,"Germany, Hesse, Frankfurt Am Main, 6 D Zimmerweg, 60325",https://www.linkedin.com/company/comyno-gmbh,www.comyno.com,"Comyno is a specialised FinTech company with over two decades of experience in Securities Finance, providing software solutions and consulting services to the financial industry. We partner with leading private and public financial institutions, asset managers, clearing houses, and tri-party agents, bridging the gap between business strategy, industry expertise, and technology to drive innovation and efficiency. Our extensive industry knowledge allows us to deliver both standardised and bespoke solutions, optimising workflows and enhancing operational efficiency across the entire Securities Finance value chain. This is why institutions rely on Comyno’s C-ONE software and consulting services to stay ahead in an evolving market. Comyno’s innovative strength is demonstrated by our expertise in the area of DLT/Blockchain and its practical application since 2017. Our Comyno DLT Hub has successfully integrated blockchain technology into C-ONE, enabling a future-ready approach to trading and settlement.",Germany,16.981434,,,
CONCEDUS,5296552.0,"Germany, Bavaria, Nürnberg, 100 Ostendstraße, 90482",https://www.linkedin.com/company/concedus,concedus.com,"CONCEDUS GmbH specializes in providing a regulatory umbrella (Haftungsdach) for innovative and digital financial business models. With our extensive expertise, we offer personalized, comprehensive, and sustainable support to fintech startups, established financial institutions, and institutional investors alike. Partnering with us enables you to seamlessly navigate regulatory complexities, scale your business, and drive the digital transformation of the financial industry.",Germany,5.296552,,,
Cookies Labs GmbH,4145574.0,"Germany, Berlin, Berlin, 15 Neue Schönhauser Str., 10178",https://www.linkedin.com/company/cookies-labs-gmbh,cookies-app.com,"Cookies is a Berlin-based FinTech startup, set to develop Europe’s fastest and most secure P2P payment app. Cookies is the fastest and most secure way to pay your friends, and it’s incredibly convenient. You can pay anyone from your address book and don’t need IBANs, BICs or TANs anymore. And after a sign up in under 60 seconds, you’re all set and ready to go. Cookies turns payments into communications. And by doing so, we care a great deal about security and data privacy – sensitive data is always encrypted and stored on the smartphone. Due to our highly talented and experienced founders and team as well as our investors and supporters, we are known from countless media outlets. Cookies is funded by Holtzbrinck Ventures, the Wunderlist makers and other exceptional entrepreneurs. With a team of 25 people from all over the world, Cookies is set to shake up the entire payment, banking and FinTech world out of Berlin.",Germany,4.145574,,,
CrossLend,10055778.0,"Germany, Berlin, Berlin, 20 Französische Straße, 10117",https://www.linkedin.com/company/crosslend-gmbh,www.crosslend.com,"CrossLend is a Berlin-based FinTech company providing a digital platform for end-to-end loan portfolio transactions. Leveraging the power of technology and data, CrossLend facilitates interactions between originators and institutional investors through data management & analytics, a distribution platform, and a streamlined digital settlement process. The company’s pan-European client base includes banks, alternative lenders, pension funds, and insurance companies. CrossLend is backed by an array of prestigious investors, including Mouro Capital (formerly Santander InnoVentures), ABN AMRO Ventures, Earlybird, Lakestar, and the Luxembourg Future Fund (EIF and SNCI).",Germany,10.055778,,,
DEBTVISION GmbH,7847676.0,"Germany, Baden-württemberg, Stuttgart, 31 Fritz-elsas-straße",https://www.linkedin.com/company/debtvision-gmbh,www.debtvision.de,"DEBTVISION ist in dynamisches Fintech, das die Zukunft der Unternehmensfinanzierung im B2B-Segment neu definiert. Die gleichnamige Plattform verbindet direkt arrangierende Banken und Emittenten mit professionellen Investoren.",Germany,7.847676,,,
Dedified Germany UG,1665609.0,"Germany, Bavaria, Munich, Brienner Straße, 80333",https://www.linkedin.com/company/dedifiedgermany,www.dedified.com,"Die dedified Germany UG (haftungsbeschränkt) ist ein innovativer Entwickler von digitalisierten Finanzdienstleistungen und Fintech-Marktplätzen, der sich auf die Verbindung von Technologieexpertise, Compliance und Finanzmarktkenntnissen konzentriert.  Ihr Hauptziel ist es, kleinen und mittelständischen Unternehmen einen verbesserten Zugang zur digitalen Finanzwelt zu ermöglichen und beim Aufbau eines digitalen Ökosystems zu unterstützen. Die dedified Germany UG (haftungsbeschränkt) agiert als Payment-Service-Provider und verbindet ihre Marktplätze DEDIPAY mit dem regulierten E-Money-Institut MANGOPAY.  Unter der Marke ""DEDIPAY"" unterstützt das Unternehmen Projekte zur Digitalisierung des regionalen Einzelhandels, Shoppingcenter, und Outlets. Dabei werden lokale Einzelhändler mit Online-Shops verknüpft, die digitale Präsenz gestärkt und die Digitalisierungsstrategien des Einzelhandels optimiert. Spezialisierte Marktplätze wie DEDIPAY UK richten sich auf Arenen, Sportclubs und lokale Einzelhändler rund um Stadien aus, während DEDIPAY Europe Einzelhändler, Einkaufszentren, Immobilienfonds und regionale Vereine/Verbände unterstützt, insbesondere mit Fokus auf Einkaufspassagen. Die dedified Germany UG (haftungsbeschränkt) bietet ein eigenentwickeltes Mobile Payment- und digitales Cashback-System an.  Dieses System strebt Unabhängigkeit und Transparenz an, indem es den gesamten Mobile Payment Lifecycle abdeckt. Es ermöglicht kontaktloses Bezahlen und weltweites Sammeln sowie Verwenden von digitalem Cashback. Dies dient dazu, den Einzelhandel angesichts neuer Herausforderungen wie steigenden Kosten, rückläufigen Umsätzen und Insolvenzen zu schützen und zu unterstützen, indem es eine Möglichkeit zur Kostenreduzierung bietet und die Kundenbindung stärkt.",Germany,1.665609,,,
Delfactis AG,6289420.0,"Germany, Bavaria, Starnberg, 4 Wuermstr., 82319",https://www.linkedin.com/company/delfactis-ag,www.delfactis.de,"Die Delfactis AG ist eine FinTech-Plattform für Supply Chain Finance, Insurance  and Payments nach ZAG. Seit 2010 sind wir als Zahlungsinstitut (nach ZAG) und Delkredere-Spezialist aktiv und seit 2017 von der BaFin als Finanzinstitut für Zahlungsdienste nach dem Zahlungsdienstaufsichtsgesetz (ZAG) zertifiziert und zugelassen.  Wir helfen Ihnen bei der Absicherung (zentrale Delkredere-Bündelung für Abnehmer) und Finanzierung (Reverse Factoring Plus) der Lieferkette. Als Zahlungsinstitut nach ZAG wickeln wir Ihre Transaktionen BaFin-konform, sicher und unbürokratisch ab.",Germany,6.28942,,,
DELFINS,5296552.0,"Germany, Berlin, Berlin, 95 Friedrichstrasse, 10177",https://www.linkedin.com/company/delfins,www.delfins.de,"Simple - Schnell - Smart Dein persönlicher und digitaler 360 Grad Finanzcoach! Wie es Dir am besten passt.100% Live - 100% Digital - 100% Hybrid.  Wir beraten Dich unabhängig und transparent.  Deine Finanzübersicht auf Wunsch tagesaktuell und automatisiert auf Deinem Smartphone. Unsere Expertise = 360 Grad Finanzberatung! Wir beraten hybrid: online und offline – aber stets persönlich. DEINE Multi-Experience: Kommuniziere wie und wann du willst. Chatte mit uns per Messenger (100% DSGVO-konform), vereinbare innerhalb weniger Sekunden einen Online-Offline Termin oder nutze in Eigenregie unsere Vergleichsrechner mit online Abschluss.  Führe Dein Leben ganz unbeschwert – mit unseren Finanzlösungen! Wir sind Dein Partner für intelligente und innovative Finanzlösungen.   DELFINS verfügt über umfangreiches Know-how, sowohl aus der „alten“ Finanzwelt als auch der „neuen“ Fintech Welt.  Dieses Know-how und die proaktive neue Denkweise lassen DELFINS zukunftsorientiert und agil handeln.",Germany,5.296552,,,
Dericon,3621.0,"Germany, Hesse, Frankfurt Am Main, 41 Mainzer Landstraße, 60329",https://www.linkedin.com/company/dericon-gmbh,dericon.de,"DERICON is an established fintech company headquartered in Frankfurt am Main. Since our founding in 2008, we have supported more than 160 banks and financial institutions across Europe in advisory processes and in structuring proprietary financial products through our web-based application, DERIFIN WMS.   Our clients range from local private banks and independent asset managers to internationally active investment banks. With our tailored software solutions, we bridge traditional banking with innovative ideas, working closely with clients in an agile and collaborative environment to deliver optimal solutions.   Our unique strength lies in combining state-of-the-art technology with deep expertise across all relevant asset and product classes, alongside a strong, up-to-date understanding of financial regulation.   In 2024, we became part of FE fundinfo, a leading financial data company connecting the investment industry across the UK, Europe and Asia Pacific.",Germany,0.003621,,,
Deutsche Fintech Solutions GmbH,5570726.0,"Germany, Berlin, Berlin, 32 Hardenbergstraße, 10623",https://www.linkedin.com/company/deutsche-fintech-solutions,www.deutschefintechsolutions.de,"Deutsche Fintech Solutions is a digital innovation lab focused on building experience centric financial advisory technology, products and platforms for advisers and clients to take them to the next level. The platform is focused on creating digital experiences to help grow and protect the wealth of customers, whilst supporting advisers and allowing them to focus their core expertise on providing expert financial advise.",Germany,5.570726,,,
Deutsche Teilkauf,8728167.0,"Germany, North Rhine-westphalia, Köln, 79-83 Hohenzollernring, 50676",https://www.linkedin.com/company/deutsche-teilkauf,deutsche-teilkauf.de,"Die Deutsche Teilkauf GmbH ist ein Scale-up im Bereich Equity Release, dessen Produkte sich an Wohneigentümer ab 55 Jahren richten. Das Unternehmen versteht sich als Hybrid aus PropTech und FinTech. Vorangetrieben wird die Deutsche Teilkauf von Gründer und Geschäftsführer Marian Kirchhoff, der breites Wissen und eine vieljährige Erfahrung in der Immobilien- und Investmentbranche mitbringt. Bei der Deutschen Teilkauf werden Kunden als Partner gesehen – im Vordergrund steht immer das vertrauensvolle Co-Ownership-Verhältnis, das auf ehrlicher und transparenter Beratung aufbaut. Im April 2022 wurde das TÜV- und DEKRA-zertifizierte Unternehmen mit dem „REAL PropTech Germany Award“ in der Kategorie „Finanzieren, Bewerten & Investieren“ ausgezeichnet.",Germany,8.728167,,,
DigiOptions,1216601.0,"Germany, Berlin, Berlin, 42 Nogatstraße, 12051",https://www.linkedin.com/company/digioptions,www.digioptions.com,"DigiOptions is a blockchain fintech. We provide decentralized and user-driven markets for digital options. On our markets you can bet on outcomes of certain events from finance, sports, politics... If you are missing a market simply create it yourself - We are user-driven! We offer a universe of digital option markets – markets you won’t find anywhere else. You can crate markets yourself an earn transaction costs as a market creator. DigiOptions leads traders to the user-driven markets and we provide liquidity to the markets. This ensures a high level of transactions. DigiOptions is secure. Our markets are totally decentralized. We do not hold any user funds. Trading is peer-to-peer via Ethereum blockchain. There is no counterparty risk, since money is deposited on the blockchain.",Germany,1.216601,,,
Digital Lending Association,2864938.0,"Germany, Bern, Berlin, 95 Friedrichstraße, 10117",https://www.linkedin.com/company/verband-deutscher-kreditplattformen,www.kreditplattformen.de,"The Digital Lending Association (DLA) is the inclusive trade body for European Fintech Lenders, investors and service providers that play a role on the value chain. In addition to crowdlending, DLA also represents the interests of marketplace lenders, investment platforms, and digital balance sheet lenders in particular vis-à-vis politics, supervisory authorities, the media and the wider public. Central objective is the development of a strong sub-segment of private debt in Europe that targets retail and institutional money alike.",Germany,2.864938,,,
Divizend,5849157.0,"Germany, Bavaria, Munich",https://www.linkedin.com/company/divizend,divizend.com,"Divizend is the leading international wealth-tax FinTech platform for the fastest way to reclaim foreign dividend withholding taxes. Our B2C software helps private investors to reclaim their taxes by automating the withholding tax refund process. Divizend is the first FinTech worldwide to work on digitizing such a service in a novel, user-friendly and price-competitive way. With our holistic approach verbalized by the claim “Find, Act, Maximize”, Divizend‘s platform will be the central place for investors striving for high dividend earnings, as they will find only the most relevant insights, research, analytics and tax services there. The most notable modules, all built in-house for highest quality, are the B2C withholding tax reclaim platform targeting a $90B market, the first international securities aggregation API, securities database and dividend screener.",Germany,5.849157,,,
Engel & Völkers Smart Money,1381858.0,Germany,https://www.linkedin.com/company/ev-smart-money,www.ev-smartmoney.com,"Die EV Smart Money Holding GmbH, ein Lizenzpartner der Engel & Völkers Marken GmbH & Co. KG, bietet über ihre digitale Plattform Zugang zu exklusiven Investments, die sonst nur institutionellen Investoren offen stehen.  Hinter dem Unternehmen steht ein erfahrenes Team aus den Bereichen der Vermögensverwaltung, Investment und FinTech.  Besuchen Sie unsere Website: https://bit.ly/3v5Mtep     Impressum: https://www.ev-smartmoney.com/imprint",Germany,1.381858,,,
EOS Germany,1381000.0,"Germany, Hamburg, Hamburg, 71 Steindamm, 20099",https://www.linkedin.com/company/eos-deutschland,de.eos-solutions.com,"EOS Germany is one of the leading providers in receivables management: digital, agile, technology-based! Founded in 1974, and by no means a creak between the wheels. 1,500 employees in Germany and as agile as a FinTech. EOS Germany convinces with quality, innovative technologies and digital debt collection processes in both fiduciary debt collection and debt purchase. The main target industries are e-commerce, credit institutions & FinTechs, insurance & InsurTechs, energy, mobility, telecommunications and media. We work cross-functionally and across hierarchies - expertise decides. In this way, we achieve an agility and dynamism that moves EOS forward and create a culture of openness, transparency and courage. Hiding hierarchical levels, giving feedback, sharing knowledge and constantly developing - that is EOS.",Germany,1.381,,,
ERC20 FOUNDATION,628942.0,"Germany, Berlin, Berlin, 24 Hufelandstraße, 10407",https://www.linkedin.com/company/erc20-foundation,erc20.foundation,Fintech Blockchain,Germany,0.628942,,,
European Innovation Bridge,1216601.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/europeaninnovationbridge,www.europeaninnovationbridge.com,"European Innovation Bridge is a boutique community bringing together FinTech, financial innovation, and entrepreneurship specialist expats working and residing in Europe. Management: Founder: Şebnem Elif Kocaoglu Ulbrich Founding Director: Salih Zeki Cimen Would you like to join our mission or become a partner? Check out our membership criteria and contact us via (hello@europeaninnovationbridge.com). Membership Applications and Criteria: https://lnkd.in/dK9MPqU   Social Media:  LinkedIn: https://lnkd.in/dD5ZSX4 Twitter: https://lnkd.in/daw6XUi Instagram: https://lnkd.in/drbdZSS",Germany,1.216601,,,
Farmers Happiness GmbH,1216601.0,"Germany, Bavaria, Ismaning, 21 Carl-zeiss-ring, 85737",https://www.linkedin.com/company/farmers-happiness-gmbh,www.farmers-happiness.de,"Wir beraten Unternehmen zu ihrem Finanzierungsbedarf, analysieren die Ausgangslage und vermitteln die passende Finanzierungslösung, sei es kurz- oder langfristig.  Unser kleines, versiertes Team (Ingenieur, Kaufmann, Jurist) entwickelt in Absprache mit Ihnen eine maßgeschneiderte Lösung für  *Projektfinanzierungen (Gewerbe, Handwerk) *Projektfinanzierung (Landwirtschaft, regenerative Energien, insb. Biogas, PV) *gewerbliche Baufinanzierung *gewerbliches Leasing (Maschinen, Kfz, Nutztiere u.a.) *Crowd und Mezzanine Wir stützen uns hierbei auf unser breites Netzwerk (Datenbank mit 1.200 Banken, Leasinggesellschaften, Fin-Tech´s, Crowd-Finanzierer) und unsere in über 6 Jahren gewonnene Erfahrung in mehr als 200 erfolgreich finanzierten Projekten. Dass vermittelte Volumen reicht je nach Projekt von ca. 50 TEUR bis 20 Mio. EUR. Mehr Informationen bitten wir Sie, unserer Website zu entnehmen. Wir freuen uns auf Sie und Ihr Projekt!",Germany,1.216601,,,
FBX Group,11537219.0,Germany,https://www.linkedin.com/company/fbx-group,fbx-group.com,"We are an international company specializing in financial & crypto currency investigation services, credit & debit card dispute mediation services, fintech and cyber security.",Germany,11.537219,,,
FI Group Est. By FiducInvest,3144710.0,"Germany, Hamburg, Hamburg, 27 Ballindamm, 20095",https://www.linkedin.com/company/fiducinvest,www.fiducinvest.com,"Ein führendes FinTech- und Investment-Unternehmen, das eine breite Palette an FinTech- und Investment-Dienstleistungen anbietet. Die FI Group setzt modernste technologische Lösungen für Trading und Investments ein. Die FI Group hat mit einem Team von Spezialisten mit langjähriger Erfahrung in verschiedenen Bereichen erfolgreiche Anlagestrategien und eine eigene, moderne Investment- und Handelssoftware entwickelt. Dabei haben wir ein umfangreiches Know-how in den Bereichen Finanzmarktforschung, Risikomanagement und Navigation in verschiedenen Anlageklassen aufgebaut.",Germany,3.14471,,,
Fidor Solutions Is Now SBS,36534418.0,"Germany, Bavaria, Munich, 33 Sandstr., 80335",https://www.linkedin.com/company/fidorsolutions,www.fidortecs.com,"Fidor Solutions is now part of SBS Create better banking for a digital world Fidor is the digital banking solutions provider behind the success of Fidor Bank. Fidor's vision is a world of better banking services in a connected world, more relevant, more personal, including better services and offers that finally lead to more money in the customer's life. Fidor specialises in digital banking including middleware solutions, community based-banking, customer support, marketing and customer acquisition services delivered in a hosted or cloud environment. Fidor designed the Fidor OS, an innovative digital platform using open APIs. This enables a digital banking ecosystem for digital brands as well as developers and fintech who can easily plug into the platform to offer their own financial products. Fidor serves a wide range of sectors including banks, telecoms to commerce and clients include Banxy Bank and Abu Dhabi Islamic Bank.",Germany,36.534418,,,
FinAsia Day @ Fintech Week Hamburg,2763716.0,"Germany, Hamburg, Hamburg, C/o Betaus, 20095",https://www.linkedin.com/company/finasia-day-fintech-week-hamburg,fintechweek.de,"Customer Centricity, User Experience, Onboarding, Identity Management, seamless integration into digital lifestyles – Asia is leading the way in many areas of global Fintech and Financial Services. Learn about cutting-edge Fintech trends from China, India and beyond, and connect with top players from Asia’s FinTech, Banking and Investors’ scene. Come to Hamburg, and find out about the vast opportunities that open up in Germany – at the heart of the world’s largest domestic market. Explore all kinds of potential for collaboration, partnering and co-investments between the two regions. Registration opens soon – mark your calendars!",Germany,2.763716,,,
Finconomy AG,5031536.0,"Germany, Bavaria, Munich, 28 Lyonel-feininger-str., 80807",https://www.linkedin.com/company/finconomy-ag,fineconomy.de,"Die Finconomy AG fokussiert sich als Fintech und Insurtech Company Builder auf B2B Kunden und entwickelt, das führende Ökosystem mit daten- und technologiegetriebenen Geschäftsmodellen. Bestehende Geschäftsmodelle aus der Finanzwelt benötigen substanzstarke und langfristig orientierte Partner um die Herausforderungen der Digitalisierung zu meistern: Finconomy ist hierbei der ideale Partner für Versicherungen, Banken, unabhängige Finanzvertriebe, Vermögensverwalter und Fintechs. Der primäre Fokus des Ökosystems liegt auf den Bereichen Personal Finance, Wealth Management, Regtech und Insurtech.   Karriere Bei uns treffen langjährige Industrieexpertise in ""Fin-"" als auch in ""Tech“-Themen sowie in SaaS-Geschäftsmodellen aufeinander. Erfahrung meets Talent ist für uns wichtig, weil wir wollen, dass sich etwas bewegt. Dafür suchen wir laufend Talente: Sowohl agile High Potentials, erfahrene Unternehmer als auch langjährige Industrieexperten.  Wichtig dabei: Makers wanted. Not talkers.  Interessante Jobangebote findest du hier https://fineconomy.de/careers/ Found with us Als Company Builder bieten wir Gründern mit überzeugenden Geschäftsmodellen umfassende Unterstützung an. Unser Ziel ist es, mit Gründern ihr Geschäftsmodell umzusetzen, zu skalieren und erfolgreich zu machen.  Du hast eine spannende Idee? Dann Bewirb dich hier http://fineconomy.de/found-with-us/ Impressum: http://fineconomy.de/impressum/",Germany,5.031536,,,
FINLIUM,5551895.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/finlium,www.finlium.com,"FINLIUM ist ein Berliner Fintech, das sich zur Aufgabe gemacht hat, Menschen einen sorgenfreien Vermögensaufbau zu ermöglichen – verlässlich, fair und einfach. Denn mit unserem Fonds bringst Du Dein Depot aufs nächste Level. Er ist nur wenig korreliert zu Aktien und Anleihen und kann Deine Rendite somit stärken und stabilisieren. Wenn Du bereits gut diversifiziert über Branchen und Regionen hinweg in den Aktienmarkt investierst (z.B. via ETFs), dann kannst Du mit uns die nächste Stufe einer professionellen Diversifikation erreichen: Die Streuung über mehrere liquide Anlageklasse. Unsere innovative Anlagestrategie ist auf größtmögliche Stabilität der Wertentwicklung ausgerichtet. Dadurch bleibst Du nicht nur entspannt, sondern auch bei der Anlagedauer flexibel. Für Gelder, die Du nicht langfristig investieren willst, bietet unser Fonds daher eine gute Ergänzung von Tages- und Festgeld bzw. Anleihen. Handelbar bei fast allen Banken und Brokern in Deutschland. Besuche einfach unsere Webseite, um mehr zu erfahren. Uns als Gründerteam verbindet die feste Überzeugung, dass Geldanlage in die Mitte der Gesellschaft gehört, damit mehr Menschen von nachhaltigem Vermögensaufbau profitieren können. Das zu erreichen, wird die Zukunft von FINLIUM sein. Herausgeber: FINLIUM Solutions GmbH, Kurfürstendamm 167-168, 10707 Berlin",Germany,5.551895,,,
FinMatch AG,19461897.0,"Germany, Baden-württemberg, Stuttgart, 4 Löffelstraße, 70597",https://www.linkedin.com/company/finmatch-ag,www.finmatch.de,"FinMatch AG ist ein innovatives Fintech-Unternehmen mit Sitz in Berlin und Hamburg, das sich auf die Bereitstellung maßgeschneiderter Finanzierungslösungen für Unternehmen spezialisiert hat. Unsere Mission ist es, den Zugang zu Kapital zu erleichtern und unseren Partnern beim Wachstum zu helfen, indem wir modernste Technologien nutzen, um Finanzierungsprozesse effizient und transparent zu gestalten. Wir bedienen eine breite Palette von Kunden, darunter kleine und mittelständische Unternehmen sowie große Konzerne, und bieten Unterstützung in verschiedenen Branchen, die von Digitalisierung über Energieeffizienz bis hin zu Infrastrukturprojekten reichen. Mit einem umfangreichen Netzwerk von über 800 Finanzierungspartnern sind wir in der Lage, individuelle Finanzierungskonzepte zu entwickeln und potenzielle Fördermittel zu identifizieren. Unser Ziel ist es, langfristige Partnerschaften aufzubauen und nachhaltiges Wachstum für unsere Kunden zu fördern, während wir sie durch jeden Schritt des komplexen Finanzierungsprozesses begleiten.",Germany,19.461897,,,
Fino,7071177.0,"Germany, Hesse, Kassel, 12 Universitätsplatz, 34127",https://www.linkedin.com/company/fino-ai,fino.group,fino is a German-based tech startup that provides market-leading products based on bank account and document aggregation and analytics.  Since 2015 we established ourselves as a b2b-pioneer in Fintech and helped a million of people and SMEs to switch account and take control of their finance.  fino combines superior analytics and machine learning-based risk technology in their platform to gain a 360-degree view of its users' and SMEs' finances to offer best choice products of its partners.,Germany,7.071177,,,
