Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Kryptos,11552732.0,"Sweden, Västra Götaland, Göteborg",https://www.linkedin.com/company/kryptoskatt,kryptos.io,"Kryptos is pioneering the future of Web3 finance by creating the biggest interconnected financial ecosystem in the space. Our mission is to simplify the complexities of Web3 for developers, individuals, accountants, and enterprises, while ensuring privacy, security, and data ownership. With Kryptos Connect, we offer seamless access to 5000+ Off-Chain & On-Chain integrations, enabling real-time portfolio tracking, automated tax reporting, and secure data sharing across platforms. Whether you're managing crypto assets, building fintech applications, or ensuring compliance, Kryptos streamlines your experience from start to finish. Our goal is to empower users with innovative tools and solutions that simplify fintech development and create a unified financial data hub for Web3. By driving forward the de-facto financial data standard, Kryptos is reshaping the way Web3 financial operations are handled globally. Get started now-  https://linktr.ee/kryptos.io https://app.kryptos.io/signup",Sweden,11.552732,,,
Kwish Cash,1886826.0,"Sweden, Stockholm, Sollentuna, 5a Oppegårdsstråket, 191 60",https://www.linkedin.com/company/matatu-hub,kwishcash.com,"Kwish cash is a Peer- to- Peer Eco FinTech company built to create a B2B, B2P, P2B & P2G seamless financial solution that is secure, sustainable and scalable. We are committed to in-depth market research & development of the current trends in financial technology and incorporating it in our products to create a satisfactory customer usability experience. With the daily digital improvements in the market, we are devoted to digital innovation by constantly migrating new technologies to our systems and integrating third party gateways in order to deliver world class user experiences in the most cost effective manner by using our business models and establishing strategic business partnerships with reliable companies for a sustainable business environment.",Sweden,1.886826,,,
Leah,962727.0,"Sweden, Stockholm, Stockholm, 57 Birger Jarlsgatan, 11356",https://www.linkedin.com/company/leahfund,www.joinleah.com,"Leah is a fintech company with the mission to close the skills gap by funding in-demand high-skills education at scale in countries facing a critical skills and demand gap, with initial focus on fast-growing economies in Africa. Today, the global and local employer demand is in tech, hence we finance applicable upskilling and reskilling programs training our future data scientists, software engineers, and more. When the demand shifts, we shift.  We provide financing via Income Share Agreements (ISAs), structured as a low-risk funding alternative to students based on their future earnings potential, not current financial standing. We are driven by a social mission but strongly believe that a profitable business is the most effective way to create change, and thus will operate as a for-profit business with financial success driving impact.  We are a Swedish company with local operations in South Africa (so far).",Sweden,0.962727,,,
LendyTech,628942.0,"Sweden, Västra Götaland, Skövde, 15b Trädgårdsgatan, 54130",https://www.linkedin.com/company/lendytech,www.lendytech.com,"LendyTech operates three Fintech companies focused on the credit markets. Kreditbörsen Sweden AB is a company within peer-to-peer (P2P) lending where borrowers and lenders are matched to create better conditions for all. Swedish Credit Group AB was founded in 2011 with a focus on responsible lending within the consumer credit sector. Lendysoft AB owns and develops the software for different types of lending business, including peer-to-peer lending. Want to learn more about us or just get in contact, please visit lendytech.com!",Sweden,0.628942,,,
Lesslie,13959551.0,"Sweden, Stockholm, Västra Trädgårdsgatan",https://www.linkedin.com/company/lesslie,www.lesslie.se,"Lesslie is a fintech company that builds tools and services for the world’s cross-border businesses. Our primary product, Lesslie PAY, is a payment platform that saves businesses time and money on every cross-border payment. In time, we’ll grow into a full-service neobank.",Sweden,13.959551,,,
Monto,2265748.0,"Sweden, Stockholm, Stockholm, 12-14 Kungsgatan, 111 43",https://www.linkedin.com/company/montoai,www.monto.ai,"Monto is a Stockholm-based fintech that helps Nordic SME lenders harness the power of real-time data. We combine smart tech and deep industry know-how to help fintechs, banks, lending brokers and BaaS platforms make better credit decisions, streamline processes and improve the customer experience. With Monto, lenders no longer have to rely on manual, dated or mediocre data sources in their credit reviews. Our API unlocks instant access to up-to-date income statements, ledger quality, financial ratios, and more, fetched from leading accounting software providers in Sweden. We also provide a visual interface that allows credit teams to gain a comprehensive financial understanding of their connected borrowers. Our platform is tech agnostic and available for a free trial.",Sweden,2.265748,,,
Movitz Payments,1925455.0,"Sweden, Stockholm, Stockholm, 122 42",https://www.linkedin.com/company/movitz-payments,movitzpayments.com,"Movitz is a trailblazing FinTech company specializing in pre- and post-payment services designed to help your financial institution streamline and enhance the payment experience for your customers and internal users. Our primary goal is to revolutionize the payment landscape by providing white-label UI services for seamless integration into banks' online portals, as well as API services for custom solutions tailored to each client's unique needs. Pre-Payment Services: Movitz’s Pre-Payment services encompass a diverse array of market intelligence, product rules, and validation services that can be incorporated into payment initiation and beneficiary registration processes, or in a stand-alone validation screen. These services help ensure a smooth and efficient payment process for both businesses and consumers. Post-Payment Services: Movitz's Post-Payment services empower end-users with the ability to track and trace payments, return payments, or request additional information. This enhanced visibility and control over transactions provide users with greater confidence in their payment processes. Consulting Services: In addition to our comprehensive payment solutions, Movitz also offers a wide range of consulting services to support clients on their Payment Modernization journeys. Our team of experts provides insights and recommendations to help clients optimize their pre- and post-payment processes and stay ahead in the ever-evolving financial landscape. At Movitz, we are dedicated to creating cutting-edge payment solutions that drive efficiency, transparency, and security for financial institutions and businesses worldwide. We pride ourselves on our ability to adapt and innovate, ensuring our clients always have access to the best possible payment services and solutions.",Sweden,1.925455,,,
Nordiska,52712830.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/nordiska-kreditmarknadsaktiebolaget,www.nordiska.se,"Nordiska Kreditmarknadsaktiebolaget (publ) is a prominent Swedish credit market company that specializes in providing flexible and tailored debt and financing solutions for both businesses and private individuals. Established in 2008, Nordiska operates primarily in the financing sector, offering a diverse range of products including real estate loans, personal loans, leasing services, and corporate credit. The company is dedicated to empowering its clients by delivering accessible financial solutions that support their growth and stability, particularly focusing on small and medium-sized enterprises (SMEs) and individual borrowers. With a mission to enhance the accessibility of credit while maintaining a strong emphasis on responsible lending practices, Nordiska aims to build long-term relationships with its clients. The company collaborates with various fintech companies and financial institutions to optimize its service offerings, ensuring a robust and competitive presence in the financial landscape across Sweden, Norway, Denmark, Finland, Germany, and the Netherlands. Nordiska's vision includes becoming a leading player in the digital transformation of the financial services industry, continuously improving its services to meet the evolving demands of its target market. Nordiska is committed to maintaining high standards of transparency and ethical governance, ensuring that all lending activities are conducted with meticulous credit risk management and regulatory compliance. The company also focuses on expanding its income streams by venturing into leasing and other financial services, thereby reducing reliance on net interest income. By fostering strategic partnerships and actively seeking acquisition opportunities, Nordiska aims to enhance its market presence and service offerings, ultimately driving sustainable growth and profitability.",Sweden,52.71283,,,
Northbricks,481363.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/northbricks,www.northbricks.com,"A single API that lets you build world-class services with real financial data We combine a customer-first approach with the agility to innovate and pivot to reach targets for our clients in the financial services industry and developer communities. We offer third-party innovators, developers and companies a single API to build the best services on top of European banks. The potential benefits of partnerships include stronger customer relationships that lead to customer retention and new revenue streams. Ecosystem of collaboration The initial threat of fintech disruption has morphed into an embryonic ecosystem of collaboration and mutual benefits, it’s time banks upped their game and harnessed the massive potential that lies in the data they hold about how customers interact with them. Banks need to partner with third-parties to draw out insights and design-thinking to run better businesses. Today’s innovators and programmers have grown up using design-first thinking and possess a deep understanding of the value of customer experience. Website - http://www.northbricks.com/ Developer Portal - http://www.northbricks.io/",Sweden,0.481363,,,
OPR-Finance,2265748.0,"Sweden, Stockholm, Stockholm, 1 Kungsbroplan, 112 27",https://www.linkedin.com/company/opr--finance-ab,www.opr.se,"OPR-Finance AB is part of OPR-Finance Oy group. OPR-Finance Oy is a well-established and privately owned financial Finnish company founded in 2005. Using advanced finance technology (FinTech), the company provides consumer credits for individuals and working capital financing for SME businesses. Since 2005, OPR-Finance Oy has offered over a million consumer loans and its services to more than 500.000 customers. Our offices are currently located in Helsinki, Stockholm, Amsterdam and Prague. The Stockholm office, OPR-Finance AB, was established during 2014 and has since been experiencing growth each passing year. A growth that has increased the need of both employees as well as new innovative ways to maintain our place as the most lucrative of the OPR-Finance Oy branch offices. The Stockholm office current products are the following.   - Consumer Credit - EverydayPlus   - Business Loan - OPR-Företagslån, OPR-Företagslån Flex Product webbsites www.everydayplus.se www.opr.se We are committed to operate according to our shared core values: Responsible, customer driven and developing   OPR-Finance AB Organisationsnummer: 556707-7044 Telefon: 08-501 006 60",Sweden,2.265748,,,
Payer - B2B Invoicing & Payments,6257729.0,"Sweden, Stockholm, Stockholm, 78 Götgatan, 11830",https://www.linkedin.com/company/payer-financial-services-ab,www.payer.eu,"Pioneering B2B Invoicing As a leading Nordic fintech company, we've gained the trust of major companies like Volvo, Vasakronan, and Beleco by streamlining invoicing and payment processes, reducing errors, and supporting growth. Payer automates order-to-cash (O2C) processes and the entire accounts receivable workflow, including invoicing, distribution, payment collection, and reconciliation. Our white-label, cloud-based platform saves businesses time and enables new business models in B2B commerce. Many companies are held back by internal legacy systems or outdated external suppliers that rely on manual processes and restrict their ability to meet the invoicing flexibility customers now expect.  Payer integrates seamlessly with existing systems, eliminating manual work and empowering businesses to meet customer expectations while tapping into new revenue streams. Don't let outdated systems hold back your growth. With Payer, you're just one API call away from solving your invoicing and payment challenges. Payer is leading the way in B2B invoicing. Som ett ledande nordiskt fintech-företag har vi vunnit förtroendet hos stora företag som Volvo, Vasakronan och Beleco genom att effektivisera faktureringsprocesser, minska fel och stödja tillväxt. Payer automatiserar order-to-cash (O2C) och kundreskontra, inklusive fakturering, distribution, betalningsinläsning, påminnelsehantering och avstämning. Vår molnbaserade white-label-plattform sparar tid och möjliggör nya affärsmodeller inom B2B. Många företag hindras av äldre system eller föråldrade leverantörer som förlitar sig på manuella processer och begränsar deras förmåga att möta faktureringskrav. Payer integreras med befintliga system, eliminerar manuellt arbete och gör det möjligt för företag att möta kundernas förväntningar och nå nya intäktsströmmar. Låt inte föråldrade system hindra din tillväxt. Med Payer är du bara ett API-anrop bort från att lösa dina fakturerings- och betalningsutmaningar.",Sweden,6.257729,,,
Ponture,2515768.0,"Sweden, Stockholm, Stockholm, 57c Birger Jarlsgatan, 113 56",https://www.linkedin.com/company/ponture,www.ponture.com,"Ponture is a finance/fintech company located in Stockholm. Our mission is to drive financial inclusion by making business loans cheaper, faster, more flexible and more accessible for underserved entrepreneurs. As a social impact startup we partnered with the EU to help thousands of women and immigrant entrepreneurs.",Sweden,2.515768,,,
Purplemoose,962727.0,Sweden,https://www.linkedin.com/company/purplemoose,purplemoo.se,"purplemoose is an imaginative fintech bringing together the best talents in open banking. 🚀 Are you a startup with an idea waiting to be developed?  💎 Are you an established firm looking to develop a new product? Either way, we got you. 💜 If you can dream it, we can build it.",Sweden,0.962727,,,
Purspot,11071368.0,"Sweden, Stockholm, Solna, 16 Dalvägen, 169 56",https://www.linkedin.com/company/purspot,purspot.com,"Purspot is a Swedish Fintech company. We offer modern order and payment solutions for retail. Our solutions simplify and make everyday life for merchants more cost-effective while digitizing your customer journey. With the help of our partners, some of the major Swedish banks and financial players, we have flexible and fast payment solutions that work in all sales channels. Our goal is to become the natural choice as a POS and mobile payment solution for both merchants and consumers, regardless of industry or sales channel. We also wish to become the platform on which financial institutions choose to reach out with its solutions to consumers.",Sweden,11.071368,,,
Puulse,1585823.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/cappidebt,puulse.co,"Welcome to Puulse, the future of banking and financing for the next generation of digital workers! Our platform is designed specifically for gig workers, providing them with instant payment options and a range of tailored financial products to help solve their unique financial challenges. Our mission is to empower the 1 billion gig workers worldwide to achieve Financial Zen, by offering a flexible and user-friendly banking and financing experience that meets their needs. With Puulse, gig workers can access financial tools and resources that were previously unavailable to them, giving them greater control over their finances and peace of mind. Our team of fintech experts is passionate about creating innovative solutions that truly make a difference in people's lives. We're proud to be at the forefront of the gig economy revolution, and we're committed to helping gig workers thrive in today's digital economy. Join us in our mission to transform the world of finance for gig workers. Follow Puulse on LinkedIn for the latest updates and insights, and visit our website to learn more about our platform and how we can help you achieve Financial Zen.",Sweden,1.585823,,,
Sileon Tech,19254553.0,"Sweden, Stockholm, Stockholm, 45 Söder Mälarstrand, 11825",https://www.linkedin.com/company/sileontech,sileon.com,Sileon AB (publ) is a global fintech company that offers an innovative embedded LMS SaaS functionality to actors within the financial ecossystem.,Sweden,19.254553,,,
Simon Saves,1886826.0,"Sweden, Stockholm, Stockholm, 9 Kommendörsgatan, 11448",https://www.linkedin.com/company/simonsaves,www.simonsaves.se,Swedish Fintech startup,Sweden,1.886826,,,
Sossip,4082766.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/sossip,www.sossip.com,SossiP is a payment solution that uses AI to create smart money management services. PFM+ Sossip has three main focuses: For Consumers: Personal finance using AI For Companies: Real time analytics and insights For Banks: A way to become a Smart Bank and guard against Neobanks,Sweden,4.082766,,,
Sparly,1444091.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/sparly,www.sparly.co,"We are building a new app and inviting beta-users. Be first to access, sign-up on our website! Sparly is an early-stage fintech startup offering a financial fitness app for young consumers. The app is empowered by Open Banking technology, nudging and gamified by content from our B2B-partners. Low financial confidence  and skills, a normalized credit culture is leading to huge indebtedness among young adults. Unpaid debts are leading to anxiety, stress, stigma and social isolation for the young generation.  Our mission is to empower young adults to proactively build financial skills & avoid financial struggles together with B2B-partners.   Sparly is a KTH startup with access to investors, advisors, and a strong community of startups. We are backed by Almi & Vinnova with 300 tSEK soft-funding and senior advisors within banking and fintech.  Our journey ahead is to become No.1 financial fitness app  in Europe by 2030 and truly empower GenZ to become the generation that embrace and become financially fit like no other generation.",Sweden,1.444091,,,
Stabelo,23899796.0,"Sweden, Stockholm, Stockholm, 15 Sturegatan, 11436",https://www.linkedin.com/company/stabelo-ab,www.stabelo.se,"Ett smart val för ditt bolå. Låga bolåneräntor utan förhandling. Enkelt, digitalt och utan helkundskrav. --------- Stabelo is a Swedish based fintech company focusing on digitalising the mortgage lending segment.",Sweden,23.899796,,,
Stockholm Fintech,2406819.0,"Sweden, Stockholm, Stockholm, Stockholm, 11445",https://www.linkedin.com/company/stockholmfintech,stockholmfintechweek.com,"Stockholm Fintech is a community-driven organisation committed to fostering knowledge sharing, collaboration, and growth within the financial technology ecosystem in Stockholm, Sweden and the Nordic+ countries. With the leading annual conference, Stockholm Fintech Week, and an expanding array of year-round services, Stockholm Fintech serves as a dynamic hub for fintech companies, investors, and enthusiasts, driving engagement, innovation, and collaboration at both a local and international level. For more information, visit stockholmfintech.com",Sweden,2.406819,,,
STOCKHOLM GREEN FINTECH,1888002.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/stockholm-green-digital-finance,stockholmgreenfin.tech,"Stockholm Green Fintech Stockholm Green Digital Finance advances green fintech solutions through three work streams.   • They aim to build awareness through seminars, workshops and dialogue.   • They collaborate with partners, both in Sweden and internationally, both established actors and new entrants, and exchange ideas, knowledge and connections to support acceleration of green finance.   • SGDF also runs their own innovation where they practically demonstrate solutions to key barriers through new technologies including blockchain. Their most known innovation project became - the world’s first blockchain platform for green bond validation and impact reporting.",Sweden,1.888002,,,
StockRepublic,10063072.0,"Sweden, Stockholm, Stockholm, 37 Kungsgatan, 111 56",https://www.linkedin.com/company/stockrepublic,www.stockrepublic.io,"StockRepublic is a B2B fintech company that helps banks activate, engage, and grow their users. With our products (available via white label and API), bank and brokerage clients can keep a competitive edge by offering an interactive, educational investing experience so that average investors can beat the market. Trusted by Commerzbank, comdirect, Avanza, Placera, Interactive Investor, and many others.",Sweden,10.063072,,,
Swedish Credit International,3144710.0,"Sweden, Stockholm, Stockholm, 9 Engelbrektsgatan, 114 32",https://www.linkedin.com/company/swedish-credit-international,www.swedishcredit.com,Siamo una fintech svedese che considera l'istituto finanziario come un servizio dalla parte dei cittadini europei.,Sweden,3.14471,,,
Treyd,16479860.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/treyd,www.treyd.io,"Treyd is rapidly scaling and we’re all about supporting others on their growth journeys. We’re a fast-growing B2B fintech pioneer that helps consumer goods companies supercharge their growth with our pivotal offering: a buy-now-pay-later solution that removes the pain of paying suppliers upfront. And it’s not just about the dough – we enable a shift to more sustainable freight options with less CO2 emissions. Win win win. Our growth-hungry customers are well matched in our team of Treydsters. We’re currently 60 spirits with moonshot ambitions, spread across offices in Stockholm, London and Cairo – and the next stops are TBD. By joining now you will set the course for the adventures ahead together with your supporting teammates.",Sweden,16.47986,,,
Valuno,5295002.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/quickbit,valuno.com,"At Valuno we're shaping the future of finance.  Founded in 2016, we're a Swedish fintech company on a mission to make cryptocurrency an integral part of everyday life for individuals and businesses. Our roots are in payments, and we're driven by a clear vision: to make quick and secure payments easy and affordable. Our multi-faceted approach involves providing innovative solutions for e-merchants to accept cryptocurrency payments seamlessly. Simultaneously, we're committed to offering user-friendly and secure solutions that empower individuals to use cryptocurrency effortlessly in their daily routines. Why do we do it? We firmly believe that the future of financial services lies in blockchain technology and cryptocurrency.  Valuno Group AB (publ) has proudly been listed on NGM Nordic SME since July 2019, showcasing our commitment to transparency and growth. Join us on this exciting crypto journey, where you'll find opportunities to redefine finance and shape a borderless economy.",Sweden,5.295002,,,
Vaulter,10692014.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/powrsprotector,www.vaulter.se,"Smart Payments, fintech, payment initiator, payment processor",Sweden,10.692014,,,
Vermiculus Financial Technology,15000000.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/vermiculus-financial-technology,vermiculus.se,"The future of trading and post-trade operations starts here. With an innovative AI-based and cloud-native microservice architecture, we specialize in delivering agile solutions for exchanges, clearing houses, and CSDs globally, and build trust across the transaction chain.   We're continually seeking experienced senior software engineers to join our team. If you're passionate about fintech and thrive in collaborative environments, we invite you to explore opportunities with us.",Sweden,15.0,,,
Visolvia AB,1257884.0,"Sweden, Stockholm, Åkersberga, 66 Svinningeuddsvägen, 18492",https://www.linkedin.com/company/1402632,www.visolvia.com,"Visolvia Revitalized: Redefining FinTech with Cutting-Edge Innovation Visolvia AB is undergoing an exciting relaunch, building on its legacy of innovation in FinTech. With a focus on AI-powered solutions, Visolvia is pioneering the next generation of financial technology to empower institutions, investors, and individuals. Our Vision: To redefine FinTech through advanced AI technologies that drive sustainable growth, improve accessibility, and deliver innovative financial solutions for evolving markets. Key Highlights: ● Cutting-Edge Technology: Leveraging the latest AI advancements to deliver scalable, cost-efficient SaaS solutions tailored for FinTech innovation. ● Proven Expertise: Relaunching with a foundation of consistent success, including years of multi-asset trading expertise. ● Targeted Markets: Focused on high-growth areas like sustainable ESG investments, cryptocurrency trading, and personalized financial services. ● Roadmap to Success: A phased rollout begins in 2025 with the launch of a robust MVP Beta, scaling to profitability and expanded partnerships by 2026. 2025 Focus: As part of Visolvia’s relaunch, we are committed to creating scalable, AI-driven financial tools that meet the demands of institutional and retail investors while maintaining cost-efficiency and innovation. Stay tuned for exciting updates throughout 2025 as Visolvia redefines its place at the forefront of FinTech innovation.",Sweden,1.257884,,,
Waya Technology,6257729.0,"Sweden, Stockholm, Stockholm, 9 Sveavägen, 111 57",https://www.linkedin.com/company/10083098,waya.se,"Waya is a digital disruptor in the FinTech and financial operations arena. We provide fully integrated invoice2cash services and BPO including our own debt collection. Fully cloud based high tech and operation to ensure compliance for all industries. We pride ourself to deliver improved working capital, improved end customer support and lover cost for invoice and payments administration for our + 5000 customers. Niclas Josefsson, Concept Sales, Co-Founder +46 708-88 36 25  niclas.josefsson@Waya.se Jörgen Fredman, CEO, Co-Founder +46 708-84 82 00  jorgen.fredman@Waya.se Simon Stål, CTO, Co-Founder +46 761-10 10 10  simon.stal@Waya.se",Sweden,6.257729,,,
Waytobill,6560042.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/waytobill,www.waytobill.com,"Waytobill specialises in fintech solutions, focusing on recurring payments within the Nordic market.  Our secure and user-friendly payment checkout is seamlessly integrated with physical, telemarketing, and online sales channels. When combined with our diverse recurring payment solutions, these features become pivotal factors in empowering merchants to boost their conversion rates and enhance retention. At Waytobill we strive for a future where merchants can forget about the complexity of payments. Through our specialised payment platform, we have streamlined recurring payments for merchants across various industries, with profound expertise in the insurance, membership and non-profit sectors.",Sweden,6.560042,,,
Wellstreet,4879741.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/wellstreet,www.wellstreet.se,"Wellstreet was launched in 2016 and has since made a significant impact on the Nordic startup scene. As a super-active early-stage investor, we have been part of creating successes like Tibber, DanAds, checkin.com, Scrive, ICIW and roughly 50 more.  We support every entrepreneur with the necessary resources to thrive. We identify opportunities that lead to success and have the highest survival rate in the industry. Our focus on proactive ESG ensures we're always working towards building a better future. We are a VC firm with a proven track record, dedication to our partners, and commitment to sustainability.  We are a proud partner of Google for Startups, a select group of global venture supporters and communities. As part of our collaboration with Google, we invest in and build even more great companies with our Wellstreet Launchpad program. We also have a partnership with AWS to build the next generation of fintech companies.",Sweden,4.879741,,,
WIFTN - Women In Fintech Network,628942.0,"Sweden, Stockholm, Stockholm, Stockholm, 11545",https://www.linkedin.com/company/wiftn-women-in-fintech-network,wiftn.com,A global network for women accelerating growth in the Fintech industry.,Sweden,0.628942,,,
Zaver,10000000.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/zaver,www.zaver.com,"Zaver is a Swedish fintech redefining the future of finance with innovative services we’d want to use ourselves. Trusted by Porsche, Loewe, Trek, Tibber, and more.",Sweden,10.0,,,
ZWEBB Fintech,354167.0,"Sweden, Stockholm, Stockholm, 27 Hammarbybacken, 120 30",https://www.linkedin.com/company/zwebb,,"FinTech Cloud/SaaS Platforms. Since 2015 our main focus is on development of future FinTech platforms for Crowdlending, Factoring and Trading / SME-financing.  Read more on: www.zwebb.com",Sweden,0.354167,,,
