Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Scalable Capital,750000000.0,"Germany, Bavaria, Munich",https://www.linkedin.com/company/scalable-capital,www.scalable.capital,"Scalable Capital is a leading digital banking and investment platform with a full banking licence, enabling people in Europe to take control of their finances.  The company was founded in 2014 and has offices in Munich, Berlin, Vienna, Milan and London. For private individuals, Scalable Capital offers a broker with a trading flat rate and interest and a digital wealth management. In digital wealth management, the company creates and manages globally diversified ETF portfolios for its clients. The broker enables private individuals to trade stocks, ETFs, crypto, funds and more as well as to set up savings plans with as little as €1.   As a fast-growing Fintech, we are constantly looking for new employees and also welcome unsolicited applications: https://careers.scalable.capital/ For further information please visit our website: www.scalable.capital. Scalable Capital refers to Scalable GmbH and the affiliated companies. If this online presence contains information regarding capital markets, financial instruments and/or other topics relevant for investments of assets, the exclusive purpose of this information is to give general guidance on the investment services provided by Scalable Capital Bank GmbH. Our Privacy Policy can be found here: www.scalable.capital/privacy-policy",Germany,750.0,,,
Bitpanda,606646762.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/bitpanda,www.bitpanda.com,"Bitpanda is on a mission to reinvent the world of finance and bring investing closer to everyone, everywhere. Today’s financial ecosystem is complex, exclusive and expensive, and we’re here to change this as the #1 investment platform in Europe and beyond. Our platform is rooted in the belief that investing should be safe, easy and accessible to all. With Bitpanda, everyone has the freedom and flexibility to invest in what they believe in — commission-free stocks, cryptocurrencies or even precious metals — starting from as little as $1. Our story started in 2014 with our founders, Eric Demuth, Paul Klanschek, and Christian Trummer. Since then, we’ve grown to a powerful and diverse team of over 550 people who represent more than 50 nationalities. Headquartered in Vienna, we’re proud to be Austria’s first unicorn and one of the fastest-growing fintechs in Europe. Our innovative technology serves over 5 million users and operates across multiple hub locations. Our products are built by fast-moving, talented, “roll-up-your-sleeves-and-make-it-happen” kind of people. If you’re someone who thinks big, moves fast and wants to make an impact right from day one, then get ready to join our industry-changing team. Please note: Posts are not directed to UK users unless explicitly stated otherwise.",Germany,606.646762,,,
Smava,555506916.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/smava,www.smava.de,"smava is a leading loan portal in Germany. We make personal loans transparent, fair and affordable for consumers. Based on digital processes, smava compares loan offers from more than 20 banks, ranging in value from €1,000 to €120,000. In this way, borrowers can choose and conclude the deal most favourable to them. On average, borrowers pay at smava more than 35 percent less for their loan compared to the national average. In 2018, the volume of loans originated through smava was over $2 billion, with a total of more than $5 billion since inception. As one of the largest fintech businesses in Germany, smava employs around 600 staff with over 40 nationalities under the direction of an experienced management team with strong backgrounds in finance and technology. The company is based in Berlin. To date, highly renowned investors such as Vitruvian, Verdane Capital, Runa Capital and Earlybird have invested a total of $135 million in smava.   Become a part of the smava-story now!",Germany,555.506916,,,
PagoNxt,531906222.0,"Spain, Madrid, Madrid",https://www.linkedin.com/company/pagonxt,www.pagonxt.com,"We are a world-leading payment solution provider for merchants, international corporates and SME’s.  PagoNxt brings together the most disruptive payment businesses from Banco Santander, boasting over 160 years of banking experience and 153 million customers worldwide. PagoNxt is an autonomous company, working as a fintech to deliver fast solutions to the payments market.  Headquartered in Madrid with a presence in 11 countries and a team of 6,300 payment experts and developers worldwide, with an extra 1,200 external developers, PagoNxt delivers its value proposition to more than 1.3 million merchants, and 200,000 international SME’s and corporates worldwide. Today, PagoNxt is made up of three businesses: -	Getnet (merchant acquiring) -	Ebury (international trade & FX) -	PagoNxt Payments (A2A payment infrastructure)",Spain,531.906222,,,
Kls,515706240.0,"Germany, Baden-württemberg, Tuttlingen",https://www.linkedin.com/company/kls-desk,www.kls-desk.com,"Kls est un éditeur de solutions de pilotage de financements corporates.  Sa plateforme SaaS propose une suite d’outils collaboratifs et intuitifs pour les banques, spécialistes du conseil, fonds de dette et leur écosystème.  La mission de Kls ? Rapprocher le front et le middle office au sein d’une même plateforme pour réduire les risques opérationnels et travailler plus efficacement en équipe, avec leurs partenaires et leurs clients.  Aujourd'hui, la FinTech compte déjà plus de 210 établissements prêteurs utilisateurs.",Germany,515.70624,,,
Mooney,456093960.0,"Italy, Lombardy, Milan",https://www.linkedin.com/company/mooney,www.mooneygroup.it,"Mooney Group S.p.A. is a pioneering Italian fintech company that specializes in proximity banking, payment services, and mobility solutions. Established in 2020 through the merger of SisalPay and Banca 5, Mooney operates a vast network of over 45,000 points of sale, including newsagents, kiosks, and coffee bars, making essential financial services accessible to a diverse clientele across Italy. The company's mission is to enhance financial inclusivity and simplify everyday transactions for consumers and businesses alike, ensuring that even underserved areas have access to vital banking services. Mooney's innovative phygital model integrates both digital and physical service channels, promoting a cashless society while maintaining compliance with regulatory standards. With a focus on technological innovation and customer experience, Mooney serves over 20 million customers and facilitates approximately 260 million transactions annually. Its clientele includes individual consumers, small entrepreneurs, public entities, and organizations in the third sector, with a commitment to supporting local communities and fostering economic growth. Mooney collaborates with more than 100 partners, including major institutions like Enel and Intesa Sanpaolo, to deliver a comprehensive service offering that aligns with contemporary lifestyles and consumer habits. The company is dedicated to sustainability and social responsibility, actively engaging in initiatives that promote environmental stewardship and financial education. Mooney's vision is to bridge the gap between urban and rural areas, ensuring that essential financial services are available to all segments of the population. By prioritizing ethical practices and inclusivity within its operations, Mooney aims to create a positive social impact and contribute to the digital transformation of Italy's financial landscape.",Italy,456.09396,,,
Viva Wallet,455340514.0,"Greece, Attica, Maroúsi, 18-20 Amarousiou Chalandriou St.",https://www.linkedin.com/company/vivawallet,vivawallet.com,"Viva Wallet is a leading European cloud-based neobank. Viva Wallet’s mission is to change the way businesses pay and get paid with cutting edge technology and unprecedented agility. They offer truly unifying, yet localized, end-to-end advanced digital payments solutions and embedded banking services tailored to the needs of businesses in 24 markets across the continent.     With over 20 years dedicated to research & development of disruptive technologies, Viva Wallet responded to the fragmented European payments landscape with an ever-growing portfolio of innovative services through own infrastructure entirely based for the first time on Microsoft Azure cloud. Connecting with all local financial systems further enabled local adaptation and flexibility, making Viva Wallet the payment institution with the largest footprint in Europe. An advocate of sustainable cashless economy, quality of life, and versatile, secure payments for all, the company delivers digital payments services across three different time zones, in 19 languages and 10 currencies, featuring over 24 payment methods (card-present and card-not-present). The latter include major international card schemes, such as Visa, Mastercard, American Express and Diners, and an extensive line-up of local card schemes, such as Bancontact.   Innovation rests at the core of Viva Wallet’ DNA, with the “tap-on-phone Viva Wallet POS app” being their latest breakthrough. Turning any Android mobile to a card terminal, the tap-on-phone feature revolutionizes digital payments’ acceptance; full mobility, anywhere, anytime, by anyone, fast, frictionless, and legacy-hardware-free. Aiming to offer a holistic payment experience across all transaction platforms, Viva Wallet also introduced Smart Checkout; an easy-to-integrate, self-updated and fully customizable payment gateway that can increase conversion by 21%. Viva Wallet’ competitive offering involves ability to reduce card acceptance fees to 0%, next-day settlement",Greece,455.340514,,,
FinecoBank S.p.A.,439527860.0,"Italy, Emilia-romagna, Reggio Nell'emilia, 16 Via Rivoluzione D'ottobre, 42123",https://www.linkedin.com/company/finecobank,www.finecobank.com,"FinecoBank is one of the most important FinTech banks in Europe.  Listed on the FTSE MIB, Fineco offers an unique business model in Europe, combining advanced platforms with a large network of financial advisors.  It offers a single account with banking, trading and investment services, through transactional and advisory platforms developed with proprietary technologies.  Fineco is a leading bank in brokerage in Europe, and one of the most important players in Private Banking in Italy, offering advanced and tailor-made advisory services.  Fineco is one of the major advisory network in Italy, with 2,900 financial advisors, more than 1.5 million customers and around € 110 billion of total financial assets.  Since 2017, FinecoBank is in the UK with an offer focused on brokerage, banking and investment services. Fineco Asset Management was founded in Dublin in 2018, with the mission to develop investment solutions in partnership with top international asset managers.",Italy,439.52786,,,
Lunar,368417008.0,"Denmark, Capital Region, Copenhagen",https://www.linkedin.com/company/lunarbank,lunar.app,"Lunar is a pioneering Nordic challenger bank founded in 2015, dedicated to transforming the banking experience for over one million private and business users across Denmark, Sweden, and Norway. With a mission to provide innovative, tech-driven financial services, Lunar aims to bridge the gap between traditional banking and next-generation financial solutions. The company recently launched Moonrise, a dedicated payments infrastructure entity, to enhance its offerings and establish itself as a leading payments partner for fintechs, payment service providers, and banks in the Nordics. Lunar's strategic partnerships, including collaborations with PPRO, CurrencyCloud, and Trustly, position it for significant growth in the rapidly evolving financial landscape. By leveraging cloud-native technology and a commitment to real-time, integrated banking solutions, Lunar is set to redefine the financial ecosystem in the region.",Denmark,368.417008,,,
FNZ,350023298.0,"Germany, Bavaria, Munich",https://www.linkedin.com/company/ebase-ag,www.fnz.de,"FNZ is a leading B2B direct bank based in Germany, specializing in innovative solutions for intelligent asset management. With over 20 years of experience in depot management, FNZ supports more than 2,000 companies and over 2 million customers in achieving their financial goals through tailored investment solutions, including pension schemes and time value accounts. The company's mission is to bridge the statutory pension gap and enhance employee benefits, positioning itself as a modern and attractive employer. FNZ partners with a diverse range of financial service providers, insurance companies, banks, asset managers, and fintechs across Europe, offering a comprehensive suite of services such as financial portfolio management and deposit business. FNZ Bank SE is dedicated to delivering high-quality investment solutions, including actively managed funds, exchange-traded funds (ETFs), and various savings accounts, while maintaining a strong focus on customer trust and transparency. The bank serves a broad clientele, encompassing individual investors and institutional partners, and collaborates with various capital management and investment companies to provide a wide selection of funds. FNZ is committed to responsible management of client investments, ensuring a balance between client interests and the operational needs of the business. In addition to its financial services, FNZ integrates sustainability and social responsibility into its operations and product offerings, striving to create a positive impact on society and the environment. With a robust and diverse product offering, FNZ Bank aims to foster long-term relationships with its clients, navigating potential conflicts of interest with integrity and dedication. Through its innovative approach and commitment to excellence, FNZ continues to position itself as a trusted partner in the financial services industry.",Germany,350.023298,,,
Yolo Group,349191890.0,"Estonia, Harjumaa, Tallinn, 13 Suur-patarei, 10415",https://www.linkedin.com/company/yolo-group,yolo.com,"Yolo Group is a global IT and technology company innovating across gaming, fintech, and blockchain. For over two decades, we've been shaping industries through breakthrough products - building and operating dozens of in-house solutions that now form our growing ecosystem. Because we own what we build, we scale fast, adapt quickly, and stay in full control of the value we deliver to our customers and partners. Our headquarters is in Estonia, with hubs in Malta, the UK, Spain, Australia, Dubai, India, the Isle of Man, and Guernsey. Across the group, diverse product and service teams unite over 70 nationalities - all driven by one mission: to make a difference every day. For our customers. For our industries. For each other. That mission shapes everything we do - from the way we build to the way we grow. We put our customers at the centre of every decision, and our people at the heart of our culture. And we call it our DNA: Fun. Fast. Fair.",Estonia,349.19189,,,
DoValue En España,343433430.0,"Spain, Madrid, Madrid",https://www.linkedin.com/company/altamira-asset-management-s-a-,www.altamirainmuebles.com,"DoValue En España is a leading company specializing in the management of non-performing loans and real estate assets, operating primarily in the Spanish market. The company aims to provide innovative and efficient solutions for financial institutions, investors, and real estate owners, focusing on maximizing asset value and enhancing recovery processes. With a mission to drive growth through diversification and innovation, DoValue collaborates with various partners, including banks and fintech companies, to expand its service offerings. Its client base includes major financial institutions and investors seeking to optimize their portfolios and manage distressed assets effectively. Through strategic acquisitions and a commitment to technological advancement, DoValue En España is positioned as a key player in the real estate and financial services sectors.",Spain,343.43343,,,
BEC Financial Technologies,330787529.0,"Denmark, Zealand, Roskilde",https://www.linkedin.com/company/bec,www.bec.dk,"BEC Financial Technologies is a leading Danish fintech company that specializes in providing comprehensive IT solutions tailored for the banking sector. With a mission to be the foremost fintech integrator for Danish banks, BEC is dedicated to enhancing the digital banking experience through innovative, secure, and efficient technology. The company partners with various fintech firms and technology leaders to deliver a cohesive suite of services, including core banking systems, digital channels, and advanced investment tools. BEC serves a diverse clientele of 17 member banks, such as Nykredit and Spar Nord, collectively supporting millions of active bank accounts in Denmark. The company focuses on operational stability and efficiency, ensuring that its IT solutions are secure and user-friendly, which is essential for maintaining the trust of its clients and the broader financial community. BEC's vision emphasizes collaboration with market-leading technology partners to create an open and scalable architecture, allowing for the integration of modern, cloud-based solutions. Through initiatives like the Scoutz innovation hub, BEC fosters technological advancements and accelerates the development of shared IT solutions, ensuring that both large and small financial institutions can thrive in a rapidly evolving digital landscape. With a workforce of approximately 1,700 employees across Denmark and Poland, BEC is committed to delivering high-quality IT solutions that drive efficiency and improve customer experiences in the financial sector. The company actively invests in cyber resilience and compliance, adapting to new regulatory requirements while combating financial crime and enhancing data protection. BEC's commitment to corporate social responsibility is evident in its focus on sustainability, diversity, and community engagement, making it a key player in the Danish financial ecosystem. By leveraging economies of scale in IT operations and development, BEC aims to empower its clients to compete effectively in the evolving financial landscape.",Denmark,330.787529,,,
Salt Bank,328095108.0,"Romania, Bucureşti, Bucharest, Nr. 5-7 Bd. Dimitrie Pompeiu, et.6",https://www.linkedin.com/company/saltbankro,salt.bank,Suntem primul neobank 100% românesc.  O bancă pentru cei care nu stau în banca lor. Care vor mereu mai mult.  Care nu merg înainte pas cu pas. Ci salt după salt.,Romania,328.095108,,,
Intecs,264666425.0,"Italy, Latium, Rome",https://www.linkedin.com/company/intecs,www.intecs.it,"Intecs Spa è un’azienda italiana leader internazionale nella progettazione e nello sviluppo di applicazioni, tools, software, componenti hardware e prodotti per i mercati Aerospace, Defense, Traffic Control, Railway, Automotive, Telecommunication, Fintech e Smart Systems in collaborazione con le principali Industrie, Organizzazioni, Università e Centri di Ricerca europei ed italiani. Un ruolo strategico e fondamentale rivestono anche i Laboratori Innovation&Technological Services, RAMS, Machine Learning, Blockchain, Big Data, Analisi&Prototipazioni e Radio Navigation&Communication Systems. I valori di Intecs Solutions Spa sono guidati dalla passione per l'eccellenza tecnologica e per il miglioramento continuo, l'affidabilità e la dedizione al lavoro, il rispetto reciproco e per le relazioni individuali.  Sei pronto a raccogliere la sfida ed a entrare in una realtà con la più innovativa tecnologia software&hardware, servizi di Ingegneria Informatica e prodotti per sistemi elettronici safey-critical e mission-critical affidabili? Se il tuo profilo è in linea con i requisiti e le competenze richieste, candidati subito!",Italy,264.666425,,,
Pliant,230770286.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/getpliant,www.getpliant.com,"Pliant GmbH is a Berlin-based fintech company that specializes in innovative digital payment solutions tailored for large enterprises. Founded in 2020, Pliant's mission is to streamline corporate payment processes through a user-friendly platform that enables businesses to issue both physical and virtual credit cards, manage expenses, and integrate seamlessly with existing financial systems. The company is dedicated to enhancing financial flexibility, improving budget control, and ensuring compliance through advanced security features. Pliant serves a diverse clientele, including over 3,500 businesses across various industries, with a particular focus on environmentally conscious companies and small to medium-sized enterprises (SMEs) in Germany. Pliant's product offerings include modern corporate credit cards equipped with advanced spend control features, real-time reporting, and optional travel insurance packages, ensuring maximum flexibility and security for users. Notably, Pliant has introduced the first fully CO2-neutral corporate credit card for sustainable travel, the Pliant earthKreditkarte, emphasizing genuine sustainability. The company partners with leading financial software providers, ERP systems, and banks, such as Vereinigte Volksbank Raiffeisenbank eG, to enhance their credit card offerings through embedded finance solutions and to expand its financial capabilities, including credit lines in multiple currencies across the European Economic Area. With a team of over 130 employees from more than 30 countries, Pliant fosters a collaborative and inclusive work environment, reflecting its commitment to employee satisfaction and growth. As Pliant continues to innovate and expand its reach into the U.S. market, it remains focused on providing flexible and comprehensive financial solutions that meet the diverse needs of various industries, ultimately empowering businesses to grow through intelligent payment options.",Germany,230.770286,,,
ID Finance,225232029.0,"Spain, Catalonia, Barcelona",https://www.linkedin.com/company/idfinance,idfinance.com,"ID Finance es una destacada fintech que opera en España y México, reconocida por ser la primera en la región en ser neutra en emisiones de carbono. Su misión se centra en transformar el sector financiero a través de la innovación, ofreciendo soluciones como Plazo, una aplicación de bienestar financiero que ayuda a los usuarios a gestionar sus finanzas de manera más eficaz. La compañía ha sido galardonada como la fintech más disruptiva en los Financial Innovation Awards 2024, lo que refleja su compromiso con la excelencia y la innovación continua. ID Finance se enfoca en un mercado diverso, atendiendo a clientes que buscan herramientas accesibles para mejorar su estabilidad económica. Además, la empresa colabora con instituciones educativas para fomentar el talento en el sector fintech, reafirmando su papel como líder en la industria. Su visión incluye seguir rompiendo barreras y revolucionando el sector financiero, garantizando que sus servicios se adapten a las necesidades cambiantes de los usuarios.",Spain,225.232029,,,
Soft Strategy,219430874.0,"Italy, Latium, Rome, 30 Largo Angelo Fochetti, 00154",https://www.linkedin.com/company/soft-strategy,www.softstrategy.it,"Soft Strategy is a 100% Italian group of companies specialised in professional services for medium and large sized businesses.  We have integrated and developed over time our Advisory offer with vertical ICT solutions aiming to Digital Transformation & Innovation. Our activities allow customers to adopt innovative solutions that enhance business, while sharing a common set of core values such as integrity, strong engagement, attention to the market, teamwork and mutual commitment. Industries we serve successfully: Telco & Media, Manufacturing & Consumer Goods, Energy & Utilities, Transportation, Central & Local Government, Healthcare and Fintech.",Italy,219.430874,,,
